user_variable,user_description,matched_text,uid,relevance_score,llm_alignment,match
unit_race,"harmonization unit for race (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",OBSERVATION UNIT,166998,0.98609793,,
unit_subcohort,"harmonization unit for subcohort (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",SUB-COHORT GROUP,226135,0.9991639,"['Existing Variables:', '1. SUB-COHORT GROUP - This variable identifies a specific subgroup within a larger cohort of subjects. It helps in categorizing subjects based on certain criteria.', '2. COHORT - This variable represents the overall group of subjects being studied. It provides a broader context for the data collected.', '3. UNITS - This variable specifies the units of measurement for a particular variable, ensuring consistency in data interpretation.', '', 'SELECTED: SUB-COHORT GROUP', 'ALIGNMENT: To align the new variable ""harmonization unit for subcohort"" with the existing variable ""SUB-COHORT GROUP,"" you should ensure that the defined groups of subjects for harmonization are similar to those identified in the ""SUB-COHORT GROUP"" variable. This will help in organizing and processing the phenotypic data in a consistent manner within the specified subgroups. Additionally, you may need to establish clear criteria for grouping subjects into harmonization units to maintain uniformity and comparability across different datasets.']",
unit_subcohort,"harmonization unit for subcohort (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",COHORT,50402,0.99455196,,
unit_subcohort,"harmonization unit for subcohort (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",UNITS,243044,0.98747206,,
unit_weight_baseline,"harmonization unit for weight_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WEIGHT (UNIT),253457,0.97354424,"['Existing Variables:', '1. WEIGHT (UNIT) - This variable represents the weight of an individual in the dataset, typically measured in pounds or kilograms. It is a common anthropometric measurement used in various studies.', '2. WEIGHT UNITS - This variable specifies the units in which weight is measured, such as pounds or kilograms. It helps ensure consistency in reporting weights across different studies.', '3. OBSERVATION UNIT - This variable indicates the unit of observation for each data point, which could be an individual, a group, or a specific time point. It helps in organizing and analyzing the data effectively.', '', 'SELECTED: WEIGHT (UNIT)', 'ALIGNMENT: To align the new variable ""harmonization unit for weight_baseline"" with the selected existing variable ""WEIGHT (UNIT)"", ensure that the harmonization unit for weight_baseline is measured in the same units (e.g., pounds or kilograms) as the existing weight variable. This will help maintain consistency and facilitate comparisons between the two variables. Additionally, consider standardizing the measurement protocols and procedures for collecting weight data to further harmonize the variables.']",
unit_weight_baseline,"harmonization unit for weight_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",WEIGHT UNITS,253773,0.95799094,,
unit_weight_baseline,"harmonization unit for weight_baseline (A ""harmonization unit"" is a defined group of subjects whose phenotypes can be similarly processed.) (HARMONIZED)",OBSERVATION UNIT,166998,0.9222025,,
weight,Body weight at baseline. (kg) (HARMONIZED).,WEIGHT (KG) AT BASELINE,253391,0.96628344,"['Existing Variables:', '1. WEIGHT (KG) AT BASELINE - This variable captures the weight of the individual at baseline in kilograms.', '2. WEIGHT AT BASELINE (KG) - Similar to the first variable, this captures the weight of the individual at baseline in kilograms.', '3. BASELINE WEIGHT (KG) - This variable also represents the weight of the individual at baseline in kilograms.', '', 'SELECTED: WEIGHT AT BASELINE (KG)', 'ALIGNMENT: To align the new variable ""Body weight at baseline. (kg) (HARMONIZED)"" with the selected existing variable ""WEIGHT AT BASELINE (KG)"", ensure that the measurement unit is consistent (kg) and that the timing of the measurement is at baseline. Make sure to capture the weight of the individual accurately and in the same unit as the existing variable for harmonization.']",
weight,Body weight at baseline. (kg) (HARMONIZED).,WEIGHT AT BASELINE (KG),253501,0.961678,,
weight,Body weight at baseline. (kg) (HARMONIZED).,BASELINE WEIGHT (KG),31737,0.9431385,,
weight_baseline,Body weight at baseline. (kg) (HARMONIZED),WEIGHT (KG) AT BASELINE,253391,0.9719925,"['Existing Variables:', '1. WEIGHT (KG) AT BASELINE - This variable represents the weight of the individual in kilograms at the baseline of the study.', '2. WEIGHT AT BASELINE (KG) - Similar to the first variable, this represents the weight of the individual in kilograms at the baseline of the study.', '3. BASELINE WEIGHT (KG) - This variable also represents the weight of the individual in kilograms at the baseline of the study.', '', 'SELECTED: WEIGHT AT BASELINE (KG)', 'ALIGNMENT: To align the new variable ""Body weight at baseline. (kg)"" with the selected existing variable ""WEIGHT AT BASELINE (KG)"", ensure that the measurement unit is consistent (kg) and that the timing of the measurement is at the baseline of the study. Make sure to follow the same format and naming convention to harmonize the new variable with the existing variable.']",
weight_baseline,Body weight at baseline. (kg) (HARMONIZED),WEIGHT AT BASELINE (KG),253501,0.9644556,,
weight_baseline,Body weight at baseline. (kg) (HARMONIZED),BASELINE WEIGHT (KG),31737,0.95022655,,
age_at_basophil_ncnc_bld,age at measurement of basophil_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.15291561,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable represents the age at which a particular measurement was taken in the study.', '2. AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25) - This variable seems to be a calculated age at measurement, possibly adjusted for specific study parameters.', '3. AGE AT BASELINE (YEARS) - This variable indicates the age of the participant at the beginning of the study.', '', 'SELECTED: AGE AT MEASUREMENT', 'ALIGNMENT: To align the new variable ""age at measurement of basophil_ncnc_bld (years)"" with the selected existing variable ""AGE AT MEASUREMENT,"" ensure that the age recorded for the measurement of basophil_ncnc_bld aligns with the age at which the measurement was taken in the study. This will help maintain consistency and harmonization with the existing data in the repository.']",
age_at_basophil_ncnc_bld,age at measurement of basophil_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT (MBCA2-DSRA4)/365.25),16681,0.07172112,,
age_at_basophil_ncnc_bld,age at measurement of basophil_ncnc_bld (years) (HARMONIZED),AGE AT BASELINE (YEARS),16530,0.05350215,,
age_at_eosinophil_ncnc_bld,age at measurement of eosinophil_ncnc_bld (years) (HARMONIZED),AGE AT MEASUREMENT,16680,0.09203286,"['Existing Variables:', '1. AGE AT MEASUREMENT - This variable captures the age at which a particular measurement was taken. It provides important context for understanding the relationship between age and other biological variables.', '2. % EOSINOPHILS - This variable represents the percentage of eosinophils in the blood. Eosinophils are a type of white blood cell involved in the immune response, and their levels can be indicative of certain health conditions.', '3. TOTAL EOSINOPHIL COUNT, CELLS/MICROLITER - This variable quantifies the total number of eosinophils present in a microliter of blood. It provides a more specific measure of eosinophil levels compared to the percentage.', '', 'SELECTED: % EOSINOPHILS', 'ALIGNMENT: To align the new variable ""age at measurement of eosinophil_ncnc_bld (years)"" with the selected existing variable ""% EOSINOPHILS"", you can consider incorporating the age at which the eosinophil count was measured into the analysis. This could involve stratifying the data by age groups or examining the relationship between age and eosinophil percentage in the blood. Additionally, you may need to standardize the age variable to ensure consistency in the analysis.']",
age_at_eosinophil_ncnc_bld,age at measurement of eosinophil_ncnc_bld (years) (HARMONIZED),9E EOSINOPHILS (%),10711,0.027117657,,
age_at_eosinophil_ncnc_bld,age at measurement of eosinophil_ncnc_bld (years) (HARMONIZED),"TOTAL EOSINOPHIL COUNT, CELLS/MICROLITER",237142,0.025468083,,
age_at_hdl,age at measurement of hdl (years) (HARMONIZED),HDL CHOLESTEROL 6 YEARS,108735,0.7077078,"['Existing Variables:', '1. HDL CHOLESTEROL (MG/DL) AT YEAR 1 - This existing variable represents the HDL cholesterol level in milligrams per deciliter at year 1. It provides a baseline measurement of HDL cholesterol.', '2. HDL CHOLESTEROL (MG/DL) AT YEAR 2 - This existing variable represents the HDL cholesterol level in milligrams per deciliter at year 2. It allows for tracking changes in HDL cholesterol over time.', '3. HDL CHOLESTEROL 6 YEARS - This existing variable represents the HDL cholesterol level after 6 years. It provides a longer-term perspective on HDL cholesterol levels.', '', 'SELECTED: HDL CHOLESTEROL (MG/DL) AT YEAR 1', 'ALIGNMENT: To align the new variable ""age at measurement of HDL (years)"" with the selected existing variable ""HDL CHOLESTEROL (MG/DL) AT YEAR 1,"" you can use the age information at the time of the first measurement of HDL cholesterol. This will allow for consistent tracking of HDL cholesterol levels at a specific time point relative to the individual\'s age.']",
age_at_hdl,age at measurement of hdl (years) (HARMONIZED),HDL CHOLESTEROL (MG/DL) AT YEAR 1,108717,0.46660253,,
age_at_hdl,age at measurement of hdl (years) (HARMONIZED),HDL CHOLESTEROL (MG/DL) AT YEAR 2,108718,0.4434799,,
age_at_hematocrit_vfr_bld,"Measurement of hematocrit, the fraction of volume (vfr) of blood (bld) that is composed of red blood cells. (years) (HARMONIZED)",HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD),110470,0.87976795,"['Existing Variables:', '1. HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD) - This existing variable directly relates to the new variable as it also measures the percentage of red blood cells in whole blood.', '2. BLOOD ANALYSIS: HEMATOCRIT - This existing variable provides context that the hematocrit measurement is part of a blood analysis, which aligns with the new variable description.', '3. HEMATOCRIT (HCT %) - Another existing variable that measures hematocrit percentage, providing additional options for harmonization.', '', 'SELECTED: HEMATOCRIT (% RED BLOOD CELLS IN WHOLE BLOOD)', 'ALIGNMENT: To align the new variable with the selected existing variable, ensure that the measurement of hematocrit is expressed as a percentage of red blood cells in whole blood. Use the same units of measurement (%), and ensure that the methodology for calculating hematocrit is consistent with the existing variable. Additionally, consider any specific guidelines or protocols related to hematocrit measurements in the data repository to ensure harmonization.']",
